,date,gdp,cpi,ir,DLgdp,DLcpi
1,1954-07-01,390.996,26.84,1.03,,
2,1954-10-01,399.734,26.75666667,0.986666667,0.02210199614339814,-0.003109648503525797
3,1955-01-01,413.073,26.79333333,1.343333333,0.032825006892164055,0.0013694366285812443
4,1955-04-01,421.532,26.75666667,1.5,0.02027136110631833,-0.0013694366285812443
5,1955-07-01,430.221,26.77666667,1.94,0.02040333625123303,0.0007471980421427382
6,1955-10-01,437.092,26.85666667,2.356666667,0.015844669106702014,0.0029832216030127867
7,1956-01-01,439.746,26.86,2.483333333,0.0060535882451571155,0.00012410784998095892
8,1956-04-01,446.01,27.03666667,2.693333333,0.014144085794387529,0.006555778442341342
9,1956-07-01,451.191,27.31666667,2.81,0.011549379883029509,0.010303047106321461
10,1956-10-01,460.463,27.55,2.926666667,0.020341751842508415,0.008505518955169045
11,1957-01-01,469.779,27.77666667,2.933333333,0.02002986633455084,0.008193804247087044
12,1957-04-01,472.025,28.01333333,3,0.004769578931138163,0.008484247343688356
13,1957-07-01,479.49,28.26333333,3.233333333,0.015691088764075545,0.008884735340164429
14,1957-10-01,474.864,28.4,3.253333333,-0.009694591799695118,0.004823822637296971
15,1958-01-01,467.54,28.73666667,1.863333333,-0.015543540683084167,0.01178474650255934
16,1958-04-01,471.978,28.93,0.94,0.009447467763884276,0.006705227318323903
17,1958-07-01,485.841,28.91333333,1.323333333,0.02894903554822026,-0.0005762693642199501
18,1958-10-01,499.555,28.94333333,2.163333333,0.02783629225904871,0.0010370456654529292
19,1959-01-01,510.33,28.99333333,2.57,0.02133987315255581,0.0017260230971372081
20,1959-04-01,522.653,29.04333333,3.083333333,0.023860188651594783,0.001723049073901084
21,1959-07-01,525.034,29.19333333,3.576666667,0.004545258458228396,0.005151405130646491
22,1959-10-01,528.6,29.37,3.99,0.006768979770764183,0.006033372619567601
23,1960-01-01,542.648,29.39666667,3.933333333,0.026228857098163694,0.0009075441348422864
24,1960-04-01,541.08,29.57333333,3.696666667,-0.002893717047358635,0.005991764915916686
25,1960-07-01,545.604,29.59,2.936666667,0.00832629565968368,0.0005634121508304446
26,1960-10-01,540.197,29.78,2.296666667,-0.009959550036287013,0.006400560843744518
27,1961-01-01,545.018,29.84,2.003333333,0.008884933796393213,0.002012748079697424
28,1961-04-01,555.545,29.83,1.733333333,0.019130792258732043,-0.0003351768089032703
29,1961-07-01,567.664,29.94666667,1.683333333,0.02158008049154514,0.003903423346729884
30,1961-10-01,580.612,29.99,2.4,0.022553025260082293,0.0014459708875307342
31,1962-01-01,594.013,30.10666667,2.456666667,0.02281848499390282,0.00388263852309656
32,1962-04-01,600.366,30.22,2.606666667,0.01063826459672601,0.0037573255605791722
33,1962-07-01,609.027,30.30666667,2.846666667,0.014323132460728694,0.0028637535816260495
34,1962-10-01,612.28,30.38,2.923333333,0.005327092521006271,0.0024167867414073285
35,1963-01-01,621.672,30.47666667,2.966666667,0.015222928237971445,0.00317686644997206
36,1963-04-01,629.752,30.53333333,2.963333333,0.012913468629636604,0.0018576192852060025
37,1963-07-01,644.444,30.72,3.33,0.023061838451766015,0.006094925376666449
38,1963-10-01,653.938,30.80333333,3.453333333,0.014624616197155937,0.0027090008441548186
39,1964-01-01,669.822,30.93,3.463333333,0.023999459706221415,0.004103677573352282
40,1964-04-01,678.674,30.98,3.49,0.013128888998648947,0.001615248291744198
41,1964-07-01,692.031,31.05,3.456666667,0.019489857857236892,0.00225697339076536
42,1964-10-01,697.319,31.19333333,3.576666667,0.007612229510005619,0.004605588283612239
43,1965-01-01,717.79,31.29,3.976666667,0.02893406534708287,0.0030941610176906664
44,1965-04-01,730.191,31.49,4.08,0.017129096596042004,0.006371477432142392
45,1965-07-01,749.323,31.58333333,4.076666667,0.025863988459526865,0.0029595200759517937
46,1965-10-01,771.857,31.75,4.166666667,0.029629167491572517,0.00526317014981581
47,1966-01-01,795.734,32.04666667,4.56,0.030465659436216264,0.009300448563019259
48,1966-04-01,804.981,32.33666667,4.913333333,0.011553715512958362,0.009008603506444501
49,1966-07-01,819.638,32.61666667,5.41,0.018044104714454612,0.00862162786800802
50,1966-10-01,833.302,32.88333333,5.563333333,0.016533342111281435,0.008142538422973633
51,1967-01-01,844.17,32.96666667,4.823333333,0.012957774632972985,0.002531006362522792
52,1967-04-01,848.983,33.16666667,3.99,0.0056852664394897445,0.006048405535270973
53,1967-07-01,865.233,33.5,3.893333333,0.01895967226796902,0.010000083234080748
54,1967-10-01,881.439,33.86666667,4.173333333,0.018556964394876196,0.010885807743676423
55,1968-01-01,909.387,34.2,4.79,0.031214946932488274,0.009794397493862572
56,1968-04-01,934.344,34.53333333,5.983333333,0.027073932622068142,0.009699396992187914
57,1968-07-01,950.825,35,5.946666667,0.017485350016673173,0.013423020428665833
58,1968-10-01,968.03,35.43333333,5.916666667,0.01793304974405796,0.012304935096305591
59,1969-01-01,993.337,35.86666667,6.566666667,0.025806903567815453,0.01215536256679206
60,1969-04-01,1009.02,36.43333333,8.326666667,0.015664859663018227,0.015675747270381013
61,1969-07-01,1029.956,36.93333333,8.983333333,0.020536520101907207,0.013630379131928994
62,1969-10-01,1038.147,37.5,8.94,0.007921310331370002,0.015226447421543998
63,1970-01-01,1051.2,38.1,8.573333333,0.012494975534354857,0.01587334915629013
64,1970-04-01,1067.375,38.63333333,7.886666667,0.015269994497424833,0.013901179458659652
65,1970-07-01,1086.059,39.03333333,6.706666667,0.017353184598879245,0.010300520258849755
66,1970-10-01,1088.608,39.6,5.566666667,0.002344268034927488,0.014413136410269978
67,1971-01-01,1135.156,39.93333333,3.856666667,0.04187027054315706,0.008382278669332166
68,1971-04-01,1156.271,40.3,4.566666667,0.018430085419132602,0.00914007202287026
69,1971-07-01,1177.675,40.7,5.476666667,0.018341983981390975,0.009876623495912451
70,1971-10-01,1190.297,41,4.75,0.010660699992384615,0.00734397425575839
71,1972-01-01,1230.609,41.33333333,3.546666667,0.033306312987610553,0.008097210151974288
72,1972-04-01,1266.369,41.6,4.3,0.028644581644287292,0.006430890410935586
73,1972-07-01,1290.566,41.93333333,4.743333333,0.01892713138921298,0.007980888251521545
74,1972-10-01,1328.904,42.36666667,5.146666667,0.02927366052245617,0.010280834087237345
75,1973-01-01,1377.49,43.03333333,6.536666667,0.035908460131378384,0.015613119501050932
76,1973-04-01,1413.887,43.93333333,7.816666667,0.026079646656175015,0.020698324217397257
77,1973-07-01,1433.838,44.8,10.56,0.01401211593783458,0.01953480609651459
78,1973-10-01,1476.289,45.93333333,9.996666667,0.029176741385602334,0.024982930417940086
79,1974-01-01,1491.209,47.3,9.323333333,0.01005569386863936,0.029319225659007575
80,1974-04-01,1530.056,48.56666667,11.25,0.0257171357030197,0.02642712910379652
81,1974-07-01,1560.026,49.93333333,12.09,0.019398151747503256,0.027751357746570005
82,1974-10-01,1599.679,51.46666667,9.346666667,0.025100496328622768,0.030245566639079513
83,1975-01-01,1616.116,52.56666667,6.303333333,0.010222755583056298,0.02114785637696137
84,1975-04-01,1651.853,53.2,5.42,0.02187194838780826,0.011976190983304047
85,1975-07-01,1709.82,54.26666667,6.16,0.03449041372740602,0.01985176861415683
86,1975-10-01,1761.831,55.26666667,5.413333333,0.029965507363460375,0.018259789131642723
87,1976-01-01,1820.487,55.9,4.826666667,0.03275043853291759,0.011394426067655061
88,1976-04-01,1852.332,56.4,5.196666667,0.017341338104070125,0.008904778342960107
89,1976-07-01,1886.558,57.3,5.283333333,0.018308618898489115,0.015831465216680662
90,1976-10-01,1934.273,58.13333333,4.873333333,0.024977540575465973,0.014438599028736121
91,1977-01-01,1988.648,59.2,4.66,0.027723465566237948,0.018182319140530367
92,1977-04-01,2055.909,60.23333333,5.156666667,0.0332630750562366,0.017304366984772557
93,1977-07-01,2118.473,61.06666667,5.82,0.029977460223613583,0.013740254751771985
94,1977-10-01,2164.27,61.96666667,6.513333333,0.02138757601102359,0.014630442486575745
95,1978-01-01,2202.76,63.03333333,6.756666667,0.017627997386584937,0.01706708083033881
96,1978-04-01,2331.633,64.46666667,7.283333333,0.056857760925956846,0.022484607459371198
97,1978-07-01,2395.053,65.96666667,8.1,0.026836479594176232,0.023001269588149853
98,1978-10-01,2476.949,67.5,9.583333333,0.03362220081821743,0.022978033887543603
99,1979-01-01,2526.61,69.2,10.07333333,0.019850922421469797,0.024873264745139956
100,1979-04-01,2591.247,71.4,10.18,0.025260743730741275,0.03129700672191493
101,1979-07-01,2667.565,73.7,10.94666667,0.029026844257304063,0.03170492984975226
102,1979-10-01,2723.883,76.03333333,13.57666667,0.020892364540888053,0.031169041383100726
103,1980-01-01,2789.842,79.03333333,15.04666667,0.023926527582343482,0.03869786378268181
104,1980-04-01,2797.352,81.7,12.68666667,0.0026882920202320193,0.033184297504883276
105,1980-07-01,2856.483,83.23333333,9.836666667,0.020917892400071914,0.01859390671161254
106,1980-10-01,2985.557,85.56666667,15.85333333,0.04419518127638611,0.02764789067037121
107,1981-01-01,3124.206,87.93333333,16.57,0.04539384180256789,0.027283152329256488
108,1981-04-01,3162.532,89.76666667,17.78,0.012192801674947518,0.020634759609379216
109,1981-07-01,3260.609,92.26666667,17.57666667,0.030541015168266128,0.02746922392495499
110,1981-10-01,3280.818,93.76666667,13.58666667,0.0061787937995898545,0.016126491751719207
111,1982-01-01,3274.302,94.6,14.22666667,-0.0019880649465306988,0.008848049194581264
112,1982-04-01,3331.972,95.96666667,14.51333333,0.017459604307097365,0.014343432926922972
113,1982-07-01,3366.322,97.63333333,11.00666667,0.010256432792731474,0.017218056146681704
114,1982-10-01,3402.561,97.93333333,9.286666667,0.01070762967622585,0.003068009906193936
115,1983-01-01,3473.413,98,8.653333333,0.020609300677437048,0.000680503632941587
116,1983-04-01,3578.848,99.13333333,8.803333333,0.029903276863999295,0.011498266653747535
117,1983-07-01,3689.179,100.1,9.46,0.030362979153876424,0.009703940996854676
118,1983-10-01,3794.706,101.1,9.43,0.028202997418665277,0.009940439705251158
119,1984-01-01,3908.054,102.5333333,9.686666667,0.029432614403813062,0.014077822611856305
120,1984-04-01,4009.601,103.5,10.55666667,0.025652183226325675,0.009383664067141417
121,1984-07-01,4084.25,104.4,11.39,0.01844637780346403,0.008658062743115202
122,1984-10-01,4148.551,105.3,9.266666667,0.01562100372225217,0.008583743691390922
123,1985-01-01,4230.168,106.2666667,8.476666667,0.019482591934837146,0.009138239421696781
124,1985-04-01,4294.887,107.2333333,7.923333333,0.015183536846144818,0.009055486704395932
125,1985-07-01,4386.773,107.9,7.9,0.02116863162913951,0.006197726998066422
126,1985-10-01,4444.094,109,8.103333333,0.012982146612037226,0.010143009965054794
127,1986-01-01,4507.894,109.5666667,7.826666667,0.014254058478856635,0.00518531007714973
128,1986-04-01,4545.34,109.0333333,6.92,0.008272450164501066,-0.004879546735781837
129,1986-07-01,4607.669,109.7,6.206666667,0.013619556904105323,0.0060957217106736294
130,1986-10-01,4657.627,110.4666667,6.266666667,0.0107840017530485,0.006964449344917689
131,1987-01-01,4722.156,111.8,6.22,0.013759383997005159,0.011997744094895957
132,1987-04-01,4806.16,113.0666667,6.65,0.017632953512395133,0.011266054823450666
133,1987-07-01,4884.555,114.2666667,6.843333333,0.016179757677168283,0.010557282802780676
134,1987-10-01,5007.994,115.3333333,6.916666667,0.024957249558040573,0.009291587753367025
135,1988-01-01,5073.372,116.2333333,6.663333333,0.012970249572964221,0.007773178626119481
136,1988-04-01,5190.036,117.5666667,7.156666667,0.022734948282947087,0.0114058841307072
137,1988-07-01,5282.835,119,7.983333333,0.01772225187011678,0.01211794425410595
138,1988-10-01,5399.509,120.3,8.47,0.021845138070249348,0.010865129869103818
139,1989-01-01,5511.253,121.6666667,9.443333333,0.020483978520692503,0.011296442207720858
140,1989-04-01,5612.463,123.6333333,9.726666667,0.018197658588041676,0.0160351303694668
141,1989-07-01,5695.365,124.6,9.083333333,0.014663025534526142,0.007788410795531497
142,1989-10-01,5747.237,125.8666667,8.613333333,0.009066531429009927,0.010114539514713528
143,1990-01-01,5872.701,128.0333333,8.25,0.021595446713407185,0.017067500555334902
144,1990-04-01,5960.028,129.3,8.243333333,0.01476051475683171,0.00984463935441049
145,1990-07-01,6015.116,131.5333333,8.16,0.009200455308418398,0.01712501888917295
146,1990-10-01,6004.733,133.7666667,7.743333333,-0.0017276427653207804,0.016836684186967155
147,1991-01-01,6035.178,134.7666667,6.426666667,0.005057357133386731,0.0074478993720052955
148,1991-04-01,6126.862,135.5666667,5.863333333,0.015077361502868314,0.005918636264993893
149,1991-07-01,6205.937,136.6,5.643333333,0.012823704276186731,0.007593422645738812
150,1991-10-01,6264.54,137.7333333,4.816666667,0.009398747361114346,0.008262501198670336
151,1992-01-01,6363.102,138.6666667,4.023333333,0.015610832427165988,0.006753523498177927
152,1992-04-01,6470.763,139.7333333,3.77,0.01677803616574991,0.007662872266635645
153,1992-07-01,6566.641,140.8,3.256666667,0.014708407976383953,0.007604599623769026
154,1992-10-01,6680.803,142.0333333,3.036666667,0.017235751466046167,0.008721327879127827
155,1993-01-01,6729.459,143.0666667,3.04,0.007256564190816661,0.007248950718355296
156,1993-04-01,6808.939,144.1,3,0.011741553633992652,0.007196780684050275
157,1993-07-01,6882.098,144.7666667,3.06,0.010687239590788877,0.00461574809744647
158,1993-10-01,7013.738,145.9666667,2.99,0.018947249836214652,0.00825503426468277
159,1994-01-01,7115.652,146.7,3.213333333,0.014426067572559376,0.005011399781330361
160,1994-04-01,7246.931,147.5333333,3.94,0.01828120417146728,0.005664453573966277
161,1994-07-01,7331.075,148.9,4.486666667,0.011544093816374001,0.009220800967061571
162,1994-10-01,7455.288,149.7666667,5.166666667,0.016801416544245384,0.005803587940609312
163,1995-01-01,7522.289,150.8666667,5.81,0.008946900681642944,0.007317917121699935
164,1995-04-01,7580.997,152.1,6.02,0.007774241405028803,0.008141754512974053
165,1995-07-01,7683.125,152.8666667,5.796666667,0.013381644091538192,0.005027882708502851
166,1995-10-01,7772.586,153.7,5.72,0.01157656210110325,0.0054365685708006595
167,1996-01-01,7868.468,155.0666667,5.363333333,0.012260452661113419,0.008852481646810517
168,1996-04-01,8032.84,156.4,5.243333333,0.020674758952713645,0.00856169591985001
169,1996-07-01,8131.408,157.3,5.306666667,0.012195955142260573,0.005737981953021887
170,1996-10-01,8259.771,158.6666667,5.28,0.015662768880966738,0.008650755709162183
171,1997-01-01,8362.655,159.6333333,5.276666667,0.012379097232003033,0.006073952698247176
172,1997-04-01,8518.825,160,5.523333333,0.018502460122904907,0.002294296762184622
173,1997-07-01,8662.823,160.8,5.533333333,0.016762230445625192,0.004987541511039417
174,1997-10-01,8765.907,161.6666667,5.506666667,0.011829341790379644,0.005375245730693479
175,1998-01-01,8866.48,162,5.52,0.011407881497815353,0.0020597327568241397
176,1998-04-01,8969.699,162.5333333,5.5,0.011574244942551104,0.0032867735015367217
177,1998-07-01,9121.097,163.3666667,5.533333333,0.016737962731383504,0.00511405471751214
178,1998-10-01,9293.991,164.1333333,4.86,0.018777980355340063,0.004681941987668914
179,1999-01-01,9411.682,164.7333333,4.733333333,0.012583621343372542,0.0036488992449514868
180,1999-04-01,9526.21,165.9666667,4.746666667,0.012095263426347813,0.007458960496817824
181,1999-07-01,9686.626,167.2,5.093333333,0.01669922418926717,0.007403735469730499
182,1999-10-01,9900.169,168.4333333,5.306666667,0.021805656447295263,0.0073493227812493345
183,2000-01-01,10002.179,170.1,5.676666667,0.01025114155537743,0.00984647596996524
184,2000-04-01,10247.72,171.4333333,6.273333333,0.024252272559508015,0.007807964516506338
185,2000-07-01,10318.165,173,6.52,0.006850692349013698,0.009097130579457158
186,2000-10-01,10435.744,174.2333333,6.473333333,0.011330902336348814,0.007103802361672962
187,2001-01-01,10470.231,175.9,5.593333333,0.0032992511741500863,0.009520254884059831
188,2001-04-01,10599,177.1333333,4.326666667,0.01222356936880864,0.00698709272590925
189,2001-07-01,10598.02,177.6333333,3.496666667,-9.246582781052837e-5,0.002818755977552989
190,2001-10-01,10660.465,177.5,2.133333333,0.005874847582155951,-0.0007508915315037612
191,2002-01-01,10783.5,178.0666667,1.733333333,0.011475149310435029,0.0031874032794760865
192,2002-04-01,10887.46,179.4666667,1.75,0.009594480123970683,0.00783147765319736
193,2002-07-01,10984.04,180.4333333,1.74,0.008831641885766572,0.0053718751019378175
194,2002-10-01,11061.433,181.5,1.443333333,0.007021243585219494,0.005894288754823229
195,2003-01-01,11174.129,183.3666667,1.25,0.010136641922702694,0.010232137690183052
196,2003-04-01,11312.766,183.0666667,1.246666667,0.012330626934195621,-0.001637405987298557
197,2003-07-01,11566.669,184.4333333,1.016666667,0.022195777452036936,0.007437675647430808
198,2003-10-01,11772.234,185.1333333,0.996666667,0.017616107835717543,0.003788224969318854
199,2004-01-01,11923.447,186.7,1.003333333,0.012763089836187902,0.008426764523137287
200,2004-04-01,12112.815,188.1666667,1.01,0.015757185384984496,0.007825044551078797
201,2004-07-01,12305.307,189.3666667,1.433333333,0.015766649668751853,0.006357075972241333
202,2004-10-01,12527.214,191.4,1.95,0.017872765077211028,0.010680307947857237
203,2005-01-01,12767.286,192.3666667,2.47,0.018982720274538067,0.005037794203237134
204,2005-04-01,12922.656,193.6666667,2.943333333,0.012095931891508371,0.006735195133827254
205,2005-07-01,13142.642,196.6,3.46,0.016880008311837003,0.015032739357147662
206,2005-10-01,13324.204,198.4333333,3.98,0.013720172637199823,0.00928198361018584
207,2006-01-01,13599.16,199.4666667,4.456666667,0.020425795196878482,0.0051939468360187036
208,2006-04-01,13753.424,201.2666667,4.906666667,0.01127978516591277,0.008983590610975867
209,2006-07-01,13870.188,203.1666667,5.246666667,0.008453977374392352,0.009395931647039113
210,2006-10-01,14039.56,202.3333333,5.246666667,0.012137270406338274,-0.004110158190641755
211,2007-01-01,14215.651,204.317,5.256666667,0.012464481672711969,0.009756207099361092
212,2007-04-01,14402.082,206.631,5.25,0.01302923871616457,0.011261884506108544
213,2007-07-01,14564.117,207.939,5.073333333,0.011187984324070754,0.006310173626604687
214,2007-10-01,14715.058,210.4896667,4.496666667,0.010310559445708023,0.012191795147634465
215,2008-01-01,14706.538,212.7696667,3.176666667,-0.0005791664217102976,0.010773640997809864
216,2008-04-01,14865.701,215.5376667,2.086666667,0.010764456279087398,0.012925478137087332
217,2008-07-01,14898.999,218.861,1.94,0.0022374163953209347,0.015301143369559789
218,2008-10-01,14608.209,213.8486667,0.506666667,-0.019710398507420734,-0.023168225201307457
219,2009-01-01,14430.902,212.3776667,0.183333333,-0.012211751484478839,-0.0069024634335548285
220,2009-04-01,14381.236,213.507,0.18,-0.003447578183424227,0.0053034825404996155
221,2009-07-01,14448.882,215.344,0.156666667,0.004692740011716268,0.008567130474912865
222,2009-10-01,14651.249,217.03,0.12,0.013908546478694106,0.007798843341534578
223,2010-01-01,14764.61,217.374,0.133333333,0.0077075132288886294,0.0015837794859452359
224,2010-04-01,14980.193,217.2973333,0.193333333,0.014495760820626202,-0.00035275710598625665
225,2010-07-01,15141.607,217.9343333,0.186666667,0.010717523193791934,0.0029271788048612635
226,2010-10-01,15309.474,219.699,0.186666667,0.011025467404740752,0.008064633701135193
227,2011-01-01,15351.448,222.0436667,0.156666667,0.0027379493820198775,0.010615631657987734
228,2011-04-01,15557.539,224.5683333,0.093333333,0.013335542455841676,0.011305981446747104
229,2011-07-01,15647.68,226.0326667,0.083333333,0.00577731889801214,0.0064994909237343634
230,2011-10-01,15842.259,227.0473333,0.073333333,0.01235832666867509,0.00447898073757802
231,2012-01-01,16068.805,228.326,0.103333333,0.014198824964607226,0.005615919805142866
232,2012-04-01,16207.115,228.808,0.153333333,0.008570528531304689,0.0021087916393058848
233,2012-07-01,16319.541,229.841,0.143333333,0.006912880790249432,0.004504541584990918
234,2012-10-01,16420.419,231.3693333,0.16,0.006162397219654281,0.006627513669356766
235,2013-01-01,16648.189,232.2993333,0.143333333,0.01377582038183256,0.004011490592856326
236,2013-04-01,16728.687,232.045,0.116666667,0.004823588407667501,-0.0010954514018770567
237,2013-07-01,16953.838,233.3,0.083333333,0.013369208723768011,0.005393860652711524
238,2013-10-01,17192.019,234.1626667,0.086666667,0.013951025631422809,0.0036908516583276096
239,2014-01-01,17197.738,235.621,0.073333333,0.0003325990382965216,0.00620855124514641
240,2014-04-01,17518.508,236.8723333,0.093333333,0.018480058521502585,0.005296736006051184
241,2014-07-01,17804.228,237.4783333,0.09,0.016178035118006306,0.002555073165713573
242,2014-10-01,17912.079,236.8883333,0.1,0.006039332555225485,-0.0024875285123302504
243,2015-01-01,18063.529,235.355,0.11,0.00841964337029566,-0.006493850014488878
244,2015-04-01,18279.784,236.96,0.123333333,0.01190081665551368,0.00679633794368506
245,2015-07-01,18401.626,237.855,0.136666667,0.006643280512165006,0.0037698937901513574
246,2015-10-01,18435.137,237.837,0.16,0.00181943289883435,-7.56792210445667e-5
247,2016-01-01,18525.933,237.6893333,0.36,0.004913071111745992,-0.0006210663612327139
248,2016-04-01,18711.702,239.5903333,0.373333333,0.009977569259453034,0.007966021541445656
249,2016-07-01,18892.639,240.6073333,0.396666667,0.009623271756806773,0.004235762025907697
250,2016-10-01,19089.379,242.1346667,0.45,0.010359731785420934,0.006327763054690294
251,2017-01-01,19280.084,243.8386667,0.7,0.009940538931322962,0.007012759204135577
252,2017-04-01,19438.643,244.12,0.95,0.008190346049714137,0.001153103122752519
253,2017-07-01,19692.595,245.287,1.153333333,0.012979684686250437,0.004769045852770937
254,2017-10-01,20037.088,247.2383333,1.203333333,0.017342279521649573,0.00792383001618191
255,2018-01-01,20328.553,249.3216667,1.446666667,0.014441493227598912,0.00839111335621201
256,2018-04-01,20580.912,250.679,1.736666667,0.012337594788238704,0.005429339297545077
257,2018-07-01,20798.73,251.6863333,1.923333333,0.010527882858035298,0.004010366891618489
258,2018-10-01,20917.867,252.711,2.22,0.0057117470005589865,0.004062940233453105
259,2019-01-01,21111.6,253.3856667,2.403333333,0.009218978299436742,0.002666159032618687
260,2019-04-01,21397.938,255.2473333,2.396666667,0.01347190979430124,0.007320307229000456
261,2019-07-01,21717.171,256.0893333,2.19,0.014808675718697373,0.0032933322252395314
262,2019-10-01,21933.217,257.888,1.643333333,0.009899007733865872,0.006999040331165496
263,2020-01-01,21727.657,258.7673333,1.26,-0.009416280528517618,0.0034039487928767542
264,2020-04-01,19935.444,256.326,0.06,-0.08608671219866615,-0.00947925908925118
265,2020-07-01,21684.551,259.2416667,0.093333333,0.08410081854558626,0.011310630870718263
266,2020-10-01,22068.767,261.0496667,0.09,0.017563279498155282,0.006949980372398912
267,2021-01-01,22656.793,263.6703333,0.08,0.026296367650012087,0.009988902235121166
268,2021-04-01,23368.861,268.6226667,0.07,0.030944691000845737,0.018608083514433993
269,2021-07-01,23921.991,272.89,0.09,0.023393751739334334,0.01576111474536379
270,2021-10-01,24777.038,278.6803333,0.08,0.03511917577146484,0.020996582572847977
271,2022-01-01,25215.491,284.826,0.12,0.017541190699347453,0.021813101349168917
272,2022-04-01,25805.791,291.7063333,0.77,0.02314039622983799,0.023869120822293866
273,2022-07-01,26272.011,295.509,2.19,0.017905227861513495,0.012951704907071537
274,2022-10-01,26734.277,298.441,3.653333333,0.0174423728665829,0.009872965119826382
275,2023-01-01,27164.359,301.203,4.516666667,0.015959258352193473,0.009212197680528611
276,2023-04-01,27453.815,303.4666667,4.99,0.01059935507687193,0.007487318778299112
277,2023-07-01,27967.697,306.0343333,5.26,0.01854502734208019,0.008425521171393946
278,2023-10-01,28296.967,308.099,5.33,0.011704460156494179,0.0067238639127138455
279,2024-01-01,28624.069,310.9896667,5.33,0.011493311567154052,0.00933852568431437
280,2024-04-01,29016.714,313.1603333,5.33,0.013624071463150145,0.006955620769098836
281,2024-07-01,29374.914,314.1136667,5.263333333,0.012269036009294965,0.0030396099121130504
